資料時間,工單編號,產品編號,產品名稱,週期時間(秒),關模時間(秒),開模時間(秒),射出時間(秒),保壓時間(秒),加料時間(秒),延遲加料時間(秒),射出系統壓力峰值(bar),模穴壓力峰值(1)(bar),VP切換響應位置(mm),保壓完位置(mm),加料完位置(mm),殘量容積(cm3),射出速度峰值(mm/s),機台油溫(℃),第一段料溫(℃),第二段料溫(℃),第三段料溫(℃),第四段料溫(℃),第五段料溫(℃),第六段料溫(℃),重量(1),重量(2),NG
2019/6/6 17:37,19040103,,G4812,42.95,5.98,3.59,2.61,3,18.86,0.5,1078.62,0,14.98,5.31,120.04,23.44,122.35,37.5,239,234.8,230.2,223.7,208.6,185.1,0,0,0
2019/6/6 17:37,19040103,,G4812,42.93,5.98,3.59,2.62,3,19.05,0.5,1072.32,0,14.98,5.35,120.02,23.65,122.33,37.5,239,235,230.1,223.7,208.6,185.1,0,0,0
2019/6/6 17:36,19040103,,G4812,42.85,5.98,3.58,2.62,3,18.82,0.5,1077.69,0,14.98,5.31,120.04,23.44,122.36,37.5,239.5,234.6,230,223.6,208.5,185,0,0,0
2019/6/6 17:35,19040103,,G4812,42.9,5.98,3.59,2.62,3,18.82,0.5,1083.25,0,14.98,5.28,120.02,23.33,122.21,37.4,239.8,234.6,230.1,223.6,208.6,185.2,0,0,0
2019/6/6 17:35,19040103,,G4812,42.88,5.98,3.59,2.62,3,18.79,0.5,1079.91,0,14.95,5.31,120.04,23.44,122.58,37.5,240,234.9,229.9,223.4,208.4,185,0,0,0
2019/6/6 17:34,19040103,,G4812,42.89,5.99,3.59,2.61,3,18.97,0.5,1081.58,0,14.98,5.43,120.04,23.97,122,37.4,240.3,235.1,230,223.5,208.4,185,0,0,0
2019/6/6 17:33,19040103,,G4812,42.91,5.96,3.58,2.62,3,18.78,0.5,1080.1,0,14.95,5.33,120.04,23.54,122.32,37.5,240.5,235,230,223.5,208.4,185,0,0,0
2019/6/6 17:32,19040103,,G4812,42.87,5.94,3.59,2.62,3,18.74,0.5,1081.95,0,14.98,5.35,120.04,23.65,122.19,37.4,241.3,235.3,230,223.7,208.4,185,0,0,0
2019/6/6 17:32,19040103,,G4812,42.89,5.94,3.59,2.62,3,18.82,0.5,1078.62,0,14.98,5.28,120.04,23.33,122.54,37.4,241.9,235.1,230.1,223.7,208.6,185.2,0,0,0
2019/6/6 17:31,19040103,,G4812,42.8,5.93,3.58,2.62,3,18.83,0.5,1078.43,0,14.98,5.33,120.04,23.54,122.24,37.5,242.2,234.6,230.1,223.7,208.6,185.4,0,0,0
2019/6/6 17:30,19040103,,G4812,42.83,5.93,3.58,2.62,3,18.92,0.5,1081.95,0,14.95,5.38,120.02,23.76,122.51,37.4,243.8,234.2,230.1,223.5,208.5,185.2,0,0,0
2019/6/6 17:30,19040103,,G4812,42.88,5.98,3.59,2.62,3,18.84,0.5,1073.06,0,14.98,5.43,120.02,23.97,122.14,37.4,243.9,234.1,230.1,223.4,208.5,185.1,0,0,0
2019/6/6 17:29,19040103,,G4812,42.88,5.99,3.59,2.62,3,18.83,0.5,1081.58,0,14.98,5.33,120.04,23.54,122.2,37.4,241.9,234.7,230.1,223.4,208.4,184.8,0,0,0
2019/6/6 17:28,19040103,,G4812,42.88,5.99,3.59,2.62,3,18.72,0.5,1075.28,0,14.98,5.38,120.07,23.76,122.23,37.5,239,235,230.1,223.4,208.4,184.7,0,0,0
2019/6/6 17:27,19040103,,G4812,42.87,5.99,3.59,2.62,3,18.86,0.5,1076.95,0,14.98,5.31,120.04,23.44,122.2,37.4,238.9,235.5,230.2,223.5,208.4,184.7,0,0,0
2019/6/6 17:27,19040103,,G4812,42.88,5.97,3.59,2.62,3,18.83,0.5,1078.62,0,14.98,5.26,120.04,23.22,122.27,37.5,239.4,235.5,230.2,223.6,208.4,184.7,0,0,0
2019/6/6 17:26,19040103,,G4812,42.93,5.98,3.59,2.62,3,18.98,0.5,1075.28,0,14.98,5.35,120.04,23.65,122.78,37.2,239.7,235.4,230,223.7,208.4,184.7,0,0,0
2019/6/6 17:25,19040103,,G4812,42.83,5.96,3.57,2.62,3,18.96,0.5,1070.65,0,14.95,5.38,120.02,23.76,122.92,37.4,239.9,235.5,230.1,223.7,208.4,184.8,0,0,0
2019/6/6 17:25,19040103,,G4812,42.94,5.98,3.59,2.62,3,18.79,0.5,1073.24,0,14.98,5.28,120.09,23.33,122.07,37.3,240.3,236.2,230.3,223.6,208.4,184.9,0,0,0
2019/6/6 17:24,19040103,,G4812,42.89,5.93,3.59,2.62,3,18.81,0.5,1073.98,0,14.98,5.31,120.04,23.44,122.22,37.2,240.8,235.8,230.2,223.6,208.4,185,0,0,0
2019/6/6 17:23,19040103,,G4812,42.85,5.93,3.59,2.62,3,18.8,0.5,1075.28,0,14.98,5.4,120,23.86,122.51,37.3,240.7,235.3,230.3,223.6,208.5,185,0,0,0
2019/6/6 17:22,19040103,,G4812,42.85,5.95,3.59,2.61,3,18.77,0.5,1086.59,0,14.98,5.28,120.04,23.33,122.02,37.2,241.3,235.4,230.3,223.6,208.4,184.9,0,0,0
2019/6/6 17:22,19040103,,G4812,42.88,5.99,3.59,2.62,3,18.77,0.5,1075.47,0,14.98,5.28,120,23.33,122.5,37.2,242.3,234.9,230.4,223.5,208.4,185,0,0,0
2019/6/6 17:21,19040103,,G4812,42.87,5.99,3.59,2.62,3,18.76,0.5,1070.65,0,14.98,5.31,120.04,23.44,122.07,37.3,243.3,233.8,230.4,223.6,208.5,185,0,0,0
2019/6/6 17:20,19040103,,G4812,42.91,5.99,3.59,2.62,3,18.84,0.5,1070.28,0,14.95,5.31,120.02,23.44,122.18,37.4,243.7,234.4,230.4,223.7,208.5,185.2,0,0,0
2019/6/6 17:20,19040103,,G4812,42.88,5.98,3.59,2.62,3,18.77,0.5,1068.98,0,14.98,5.33,120.02,23.54,122.02,37.4,241.1,235.4,230.5,223.6,208.5,185.2,0,0,0
2019/6/6 17:19,19040103,,G4812,42.89,5.99,3.59,2.62,3,18.85,0.5,1073.8,0,14.98,5.4,120.04,23.86,122.37,37.3,238.9,235.1,230.5,223.5,208.5,185.2,0,0,0
2019/6/6 17:18,19040103,,G4812,42.85,5.96,3.58,2.62,3,18.78,0.5,1077.69,0,14.98,5.35,120.02,23.65,122.63,37.3,239.3,235.2,230.5,223.5,208.5,185.3,0,0,0
2019/6/6 17:17,19040103,,G4812,42.88,6,3.59,2.62,3,18.76,0.5,1080.84,0,14.95,5.28,120.04,23.33,122.09,37.2,239.4,235.4,230.3,223.5,208.4,185.1,0,0,0
2019/6/6 17:17,19040103,,G4812,42.86,5.98,3.6,2.62,3,18.76,0.5,1076.95,0,14.98,5.31,120.04,23.44,122.3,37.2,239.7,235.5,230.2,223.5,208.4,185,0,0,0
2019/6/6 17:16,19040103,,G4812,42.91,5.98,3.59,2.62,3,18.79,0.5,1068.79,0,14.98,5.26,120.04,23.22,122.29,37.4,240.1,235.5,230.1,223.5,208.4,184.8,0,0,0
2019/6/6 17:15,19040103,,G4812,42.87,5.98,3.59,2.62,3,18.75,0.5,1080.1,0,14.98,5.33,120,23.54,122.27,37.4,240.5,234.9,230.4,223.5,208.5,184.7,0,0,0
2019/6/6 17:15,19040103,,G4812,42.89,5.98,3.59,2.62,3,18.8,0.5,1076.95,0,14.95,5.31,120.04,23.44,122.03,37.3,240.8,234.8,230.5,223.3,208.4,184.8,0,0,0
2019/6/6 17:14,19040103,,G4812,42.85,5.95,3.59,2.61,3,18.82,0.5,1073.8,0,14.95,5.21,120.04,23.01,122.15,37.2,241.2,234.9,230.5,223.3,208.4,185,0,0,0
2019/6/6 17:13,19040103,,G4812,42.85,5.93,3.59,2.62,3,18.77,0.5,1070.46,0,14.98,5.21,120.04,23.01,121.97,37.3,242.1,234.2,230.6,223.4,208.4,184.9,0,0,0
2019/6/6 17:12,19040103,,G4812,42.86,5.94,3.61,2.62,3,19.01,0.5,1079.73,0,14.98,5.26,120.02,23.22,122.36,37.2,242.7,234.2,230.5,223.4,208.2,184.8,0,0,0
2019/6/6 17:12,19040103,,G4812,42.9,5.93,3.6,2.62,3,18.75,0.5,1068.79,0,14.98,5.21,120.02,23.01,122.57,37.3,243.4,234.8,230.5,223.3,208.2,184.7,0,0,0
2019/6/6 17:11,19040103,,G4812,42.92,5.93,3.6,2.61,3,18.74,0.5,1062.12,0,14.98,5.23,119.95,23.12,122.19,37.2,243.8,235.5,230.5,223.3,208.2,184.7,0,0,0
2019/6/6 17:10,19040103,,G4812,42.87,5.92,3.59,2.62,3,18.79,0.5,1073.43,0,14.95,5.28,120.02,23.33,122.4,37.3,241.1,235.8,230.4,223.3,208.3,184.6,0,0,0
2019/6/6 17:10,19040103,,G4812,42.89,5.98,3.6,2.62,3,18.77,0.5,1070.46,0,14.95,5.21,120.12,23.01,122.43,37.3,239,235.3,230.6,223.2,208.4,184.7,0,0,0
2019/6/6 17:09,19040103,,G4812,42.95,5.99,3.6,2.62,3,18.88,0.5,1073.61,0,14.95,5.21,120.07,23.01,122.43,37.3,239.3,235.1,230.6,223.3,208.4,184.6,0,0,0
2019/6/6 17:08,19040103,,G4812,42.97,5.99,3.61,2.62,3,18.79,0.5,1070.09,0,14.98,5.21,120.04,23.01,122.52,37.3,239.7,234.5,230.7,223.4,208.3,184.7,0,0,0
2019/6/6 17:07,19040103,,G4812,42.87,5.99,3.6,2.62,3,18.8,0.5,1076.95,0,14.98,5.21,119.97,23.01,122.39,37.3,240.1,234.9,230.7,223.4,208.4,185.1,0,0,0
2019/6/6 17:07,19040103,,G4812,42.97,5.99,3.61,2.62,3,18.79,0.5,1073.43,0,14.98,5.21,120.04,23.01,122.24,37.3,240.5,235.7,230.6,223.4,208.4,185.1,0,0,0
2019/6/6 17:06,19040103,,G4812,42.96,5.98,3.61,2.62,3,18.74,0.5,1070.65,0,14.95,5.21,119.97,23.01,122.36,37.4,240.8,235,230.6,223.3,208.4,185.1,0,0,0
2019/6/6 17:05,19040103,,G4812,42.89,5.98,3.6,2.62,3,18.8,0.5,1073.24,0,14.98,5.21,120.04,23.01,122.49,37.3,241.1,235.5,230.7,223.3,208.3,185.1,0,0,0
2019/6/6 17:05,19040103,,G4812,42.97,5.99,3.61,2.61,3,18.81,0.5,1072.32,0,14.95,5.21,120.04,23.01,122.29,37.3,241.4,235.3,230.6,223.4,208.4,185.2,0,0,0
2019/6/6 17:04,19040103,,G4812,42.94,5.98,3.61,2.62,3,18.8,0.5,1065.27,0,14.95,5.26,120.02,23.22,122.18,37.3,242.1,235.3,230.9,223.4,208.5,185.3,0,0,0
2019/6/6 17:03,19040103,,G4812,42.94,6,3.61,2.62,3,18.8,0.5,1067.13,0,14.98,5.21,119.97,23.01,122.49,37.4,242.3,235.3,230.8,223.3,208.3,185.2,0,0,0
2019/6/6 17:02,19040103,,G4812,42.91,5.96,3.59,2.62,3,18.74,0.5,1070.46,0,14.95,5.21,120,23.01,122.44,37.2,244.1,235.1,230.8,223.3,208.3,185.2,0,0,0
2019/6/6 17:02,19040103,,G4812,42.98,6.01,3.61,2.62,3,18.82,0.5,1067.31,0,14.98,5.21,120.04,23.01,122.46,37.2,243.6,235.1,230.7,223.1,208.2,185.4,0,0,0
2019/6/6 17:01,19040103,,G4812,42.98,5.99,3.61,2.62,3,18.77,0.5,1067.87,0,14.98,5.21,120.04,23.01,122.55,37.1,240.4,235,230.7,223,208.2,185.4,0,0,0
2019/6/6 17:00,19040103,,G4812,42.97,5.99,3.61,2.62,3,18.78,0.5,1073.61,0,14.98,5.18,120.04,22.9,123.16,37.2,239.2,235.7,230.6,223.1,208.2,185.4,0,0,0
2019/6/6 16:59,19040103,,G4812,42.96,5.98,3.61,2.62,3,18.74,0.5,1065.64,0,14.98,5.21,120.04,23.01,122.07,37.1,239.6,236.1,230.7,223.1,208.1,185.6,0,0,0
2019/6/6 16:59,19040103,,G4812,42.9,5.98,3.61,2.62,3,18.96,0.5,1063.98,0,14.98,5.18,120.02,22.9,122.3,37.2,239.8,235,230.8,223.2,208.1,185.6,0,0,0
2019/6/6 16:58,19040103,,G4812,42.97,5.98,3.61,2.62,3,18.82,0.5,1059.16,0,14.98,5.18,120.04,22.9,122.8,37.2,240,235.2,230.7,223.2,208.1,185.6,0,0,0
2019/6/6 16:57,19040103,,G4812,42.94,5.98,3.61,2.62,3,18.82,0.5,1065.83,0,14.95,5.18,120,22.9,122.48,37.1,240.5,235.2,230.7,223.1,208.1,185.7,0,0,0
2019/6/6 16:57,19040103,,G4812,42.97,5.99,3.61,2.61,3,18.95,0.5,1068.79,0,14.98,5.18,120.02,22.9,122.33,37.1,240.8,235,230.6,223.1,208.1,185.6,0,0,0
2019/6/6 16:56,19040103,,G4812,42.97,5.99,3.61,2.61,3,18.86,0.5,1070.65,0,14.98,5.21,120.02,23.01,122.18,37.2,241,235.3,230.4,223.2,208,185.6,0,0,0
2019/6/6 16:55,19040103,,G4812,42.94,5.99,3.61,2.62,3,18.78,0.5,1065.83,0,14.98,5.18,120,22.9,122.84,37.2,241.8,235.2,230.3,223.2,207.9,185.7,0,0,0
2019/6/6 16:54,19040103,,G4812,42.82,5.93,3.61,2.62,3,18.82,0.5,1065.64,0,14.95,5.21,120,23.01,122.4,37.1,242.3,235.4,230.1,223.4,208,185.7,0,0,0
2019/6/6 16:54,19040103,,G4812,42.97,5.99,3.61,2.62,3,18.79,0.5,1064.16,0,14.95,5.18,120.04,22.9,122.44,37.3,243.3,235.2,230,223.3,207.9,185.6,0,0,0
2019/6/6 16:53,19040103,,G4812,42.91,5.99,3.61,2.61,3,18.91,0.5,1065.64,0,14.95,5.21,120.02,23.01,122.07,37.2,243.8,235.3,229.7,223.3,207.9,185.5,0,0,0
2019/6/6 16:52,19040103,,G4812,42.91,5.99,3.61,2.62,3,18.94,0.5,1062.49,0,14.98,5.21,120,23.01,122.63,37.2,243,234.9,229.5,223.2,207.8,185.3,0,0,0
2019/6/6 16:52,19040103,,G4812,42.9,5.99,3.61,2.62,3,19,0.5,1026.17,0,14.98,4.77,120,21.09,122.73,37.2,239.6,235,228.9,223.2,207.7,184.8,0,0,0
2019/6/6 16:51,19040103,,G4812,42.93,5.98,3.59,2.61,3,22.63,0.5,1041.18,0,14.98,4.65,120.02,20.55,122.22,37.3,239,234.7,228.3,223,207.5,184.1,0,0,0
2019/6/6 16:50,19040103,,G4812,39.16,5.98,3.57,2.62,3,22.61,0.5,1080.29,0,14.98,4.94,120.02,21.84,122.6,37.3,239.5,234.4,228,222.9,207.5,183.5,0,0,0
2019/6/6 16:46,19040103,,G4812,42.95,5.99,3.6,2.62,3,18.81,0.5,1083.44,0,14.98,5.33,120.04,23.54,121.98,37.3,239.4,235.2,230,224,208.6,184.9,0,0,0
2019/6/6 16:45,19040103,,G4812,42.95,5.98,3.61,2.62,3,18.83,0.5,1075.47,0,14.98,5.21,120.02,23.01,122.23,37.2,239.7,235.7,229.9,223.9,208.5,184.8,0,0,0
2019/6/6 16:45,19040103,,G4812,42.94,5.98,3.6,2.62,3,18.75,0.5,1073.61,0,14.98,5.28,120.04,23.33,122.47,37.3,240.1,235,230,223.8,208.6,184.9,0,0,0
2019/6/6 16:44,19040103,,G4812,42.87,5.94,3.6,2.62,3,18.83,0.5,1073.61,0,14.98,5.26,120.04,23.22,122.32,37.5,240.4,234.9,230,223.9,208.6,184.8,0,0,0
2019/6/6 16:43,19040103,,G4812,42.89,5.95,3.6,2.61,3,18.82,0.5,1073.8,0,14.95,5.26,120.09,23.22,122.48,37.3,240.8,235,229.9,223.8,208.6,184.8,0,0,0
2019/6/6 16:43,19040103,,G4812,42.85,5.93,3.6,2.62,3,18.85,0.5,1074.73,0,14.95,5.26,120.09,23.22,122.16,37.2,241.2,235.1,229.8,223.8,208.6,184.9,0,0,0
2019/6/6 16:42,19040103,,G4812,42.85,5.95,3.6,2.62,3,19,0.5,1076.95,0,14.95,5.28,120.02,23.33,122.5,37.3,241.5,235.3,230,223.7,208.7,185,0,0,0
2019/6/6 16:41,19040103,,G4812,42.92,5.95,3.61,2.62,3,18.85,0.5,1077.13,0,14.95,5.18,120.04,22.9,122.77,37.4,242.5,235.8,230.1,223.7,208.7,184.9,0,0,0
2019/6/6 16:40,19040103,,G4812,42.92,6,3.6,2.62,3,18.88,0.5,1073.8,0,14.98,5.23,120.04,23.12,122.2,37.3,243.5,234.9,230.1,223.7,208.7,184.9,0,0,0
2019/6/6 16:40,19040103,,G4812,42.86,5.98,3.6,2.62,3,18.83,0.5,1073.8,0,14.95,5.21,120.04,23.01,122.13,37.3,243.9,235,230.1,223.7,208.7,185.1,0,0,0
2019/6/6 16:39,19040103,,G4812,42.94,5.98,3.6,2.61,3,18.82,0.5,1075.28,0,14.98,5.26,120.02,23.22,122.38,37.4,241.3,234.8,230.1,223.8,208.8,185.2,0,0,0
2019/6/6 16:38,19040103,,G4812,42.93,6.01,3.6,2.62,3,18.91,0.5,1073.8,0,14.98,5.21,120.09,23.01,122.54,37.4,238.9,234.8,230.1,223.7,208.7,184.9,0,0,0
2019/6/6 16:38,19040103,,G4812,42.86,5.97,3.6,2.62,3,18.8,0.5,1075.47,0,14.98,5.21,120,23.01,122.53,37.3,239,235,230,223.6,208.6,184.9,0,0,0
2019/6/6 16:37,19040103,,G4812,42.88,5.98,3.6,2.62,3,18.82,0.5,1076.76,0,14.98,5.26,120.04,23.22,122.15,37.4,239.3,235,230.1,223.8,208.7,184.8,0,0,0
2019/6/6 16:36,19040103,,G4812,42.94,5.98,3.6,2.62,3,18.78,0.5,1075.28,0,14.98,5.26,120.04,23.22,122.51,37.3,239.7,235,230.1,223.7,208.7,184.9,0,0,0
2019/6/6 16:35,19040103,,G4812,42.94,5.99,3.59,2.62,3,18.86,0.5,1073.8,0,14.95,5.21,120.02,23.01,121.99,37.2,239.9,234.9,230.1,223.8,208.7,185,0,0,0
2019/6/6 16:35,19040103,,G4812,42.96,5.99,3.61,2.62,3,18.89,0.5,1076.76,0,14.98,5.21,120.04,23.01,122.7,37.3,240.5,235.1,230.1,223.8,208.7,184.9,0,0,0
2019/6/6 16:34,19040103,,G4812,42.91,5.99,3.61,2.62,3,18.8,0.5,1078.43,0,14.98,5.28,120.02,23.33,122.16,37.3,240.9,235.6,230,223.8,208.8,185,0,0,0
2019/6/6 16:33,19040103,,G4812,42.88,5.98,3.6,2.62,3,18.82,0.5,1072.13,0,14.98,5.26,120,23.22,122.62,37.3,241.2,235.3,230.2,223.8,208.8,185.1,0,0,0
2019/6/6 16:33,19040103,,G4812,42.88,5.98,3.6,2.61,3,18.88,0.5,1073.43,0,14.98,5.21,120,23.01,122.5,37.4,241.6,235,230.1,223.8,208.7,185.2,0,0,0
2019/6/6 16:32,19040103,,G4812,42.89,5.96,3.61,2.61,3,18.88,0.5,1070.46,0,14.98,5.18,120,22.9,122.55,37.3,242.4,235.3,230.2,223.7,208.7,185.2,0,0,0
2019/6/6 16:31,19040103,,G4812,42.92,5.95,3.61,2.61,3,19.04,0.5,1076.39,0,14.98,5.21,120.02,23.01,122.17,37.3,243.6,235,230,223.7,208.6,185,0,0,0
2019/6/6 16:30,19040103,,G4812,42.86,5.95,3.59,2.61,3,18.85,0.5,1067.13,0,14.98,5.26,120.02,23.22,122.29,37.2,243.7,234.7,230,223.6,208.5,184.8,0,0,0
2019/6/6 16:30,19040103,,G4812,42.85,5.93,3.6,2.62,3,18.88,0.5,1081.58,0,14.98,5.26,120.04,23.22,122.33,37.3,240.8,235.2,230,223.6,208.6,185,0,0,0
2019/6/6 16:29,19040103,,G4812,42.92,5.98,3.59,2.62,3,18.8,0.5,1083.62,0,14.98,5.26,120,23.22,122.3,37.4,239.1,234.9,230,223.7,208.6,185,0,0,0
2019/6/6 16:28,19040103,,G4812,42.99,5.99,3.61,2.62,3,19.04,0.5,1080.1,0,14.98,5.26,120.02,23.22,122.36,37.4,239.1,235.4,229.8,223.6,208.7,185,0,0,0
2019/6/6 16:28,19040103,,G4812,42.89,5.99,3.59,2.61,3,18.83,0.5,1075.47,0,14.98,5.18,120.04,22.9,122.16,37.3,239.5,235.6,229.8,223.7,208.6,185,0,0,0
2019/6/6 16:27,19040103,,G4812,42.89,5.98,3.6,2.62,3,18.84,0.5,1074.91,0,14.95,5.21,120.02,23.01,122.31,37.4,239.7,235.1,229.8,223.9,208.6,185,0,0,0
2019/6/6 16:26,19040103,,G4812,42.95,5.98,3.6,2.61,3,18.82,0.5,1078.62,0,14.98,5.26,120.04,23.22,122.2,37.4,240,234.5,230,223.8,208.6,185.1,0,0,0
2019/6/6 16:25,19040103,,G4812,42.89,5.98,3.6,2.62,3,18.85,0.5,1075.47,0,14.95,5.21,120.02,23.01,121.95,37.3,240.4,234.9,230,223.7,208.7,185.1,0,0,0
2019/6/6 16:25,19040103,,G4812,42.93,5.98,3.6,2.62,3,18.8,0.5,1073.8,0,14.98,5.31,120.04,23.44,122.79,37.4,240.6,234.7,230.1,223.7,208.7,185.2,0,0,0
2019/6/6 16:24,19040103,,G4812,42.85,5.93,3.6,2.61,3,18.89,0.5,1078.62,0,14.98,5.21,120.04,23.01,122.29,37.4,241,234.5,230,223.7,208.6,185.2,0,0,0
2019/6/6 16:23,19040103,,G4812,42.89,5.94,3.59,2.62,3,18.79,0.5,1073.8,0,14.95,5.26,120.07,23.22,122.29,37.3,241.9,234.7,230.1,223.8,208.6,185.1,0,0,0
2019/6/6 16:23,19040103,,G4812,42.89,5.95,3.6,2.61,3,18.77,0.5,1078.8,0,14.98,5.21,120,23.01,122.12,37.4,242.7,234.8,230,223.8,208.6,185.2,0,0,0
2019/6/6 16:22,19040103,,G4812,42.85,5.93,3.59,2.61,3,18.82,0.5,1075.1,0,14.95,5.18,120.04,22.9,122.14,37.3,243.6,234.7,230,223.9,208.6,185.3,0,0,0
2019/6/6 16:21,19040103,,G4812,42.91,5.95,3.6,2.62,3,18.86,0.5,1075.28,0,14.95,5.18,120.04,22.9,122.19,37.2,243.4,234.3,230.1,223.8,208.7,185.3,0,0,0
2019/6/6 16:20,19040103,,G4812,42.88,5.95,3.6,2.62,3,18.85,0.5,1078.06,0,14.98,5.28,120.09,23.33,122.19,37.3,240.6,234.3,230,223.8,208.7,185.1,0,0,0
2019/6/6 16:20,19040103,,G4812,42.86,5.94,3.6,2.62,3,18.83,0.5,1075.28,0,14.95,5.21,120.04,23.01,121.97,37.3,238.8,234.9,230,223.8,208.6,184.9,0,0,0
2019/6/6 16:19,19040103,,G4812,42.88,5.95,3.59,2.62,3,18.81,0.5,1075.47,0,14.95,5.18,120.02,22.9,122.3,37.2,239.2,235.5,229.9,223.6,208.6,184.9,0,0,0
2019/6/6 16:18,19040103,,G4812,42.85,5.96,3.6,2.62,3,18.85,0.5,1078.62,0,14.98,5.23,120.04,23.12,122.61,37.3,239.5,235.6,230,223.6,208.7,185,0,0,0
2019/6/6 16:18,19040103,,G4812,42.92,5.98,3.6,2.61,3,18.82,0.5,1081.77,0,14.98,5.28,120.02,23.33,121.99,37.3,240,235,230.2,223.6,208.6,184.9,0,0,0
2019/6/6 16:17,19040103,,G4812,42.89,5.95,3.59,2.62,3,18.83,0.5,1084.92,0,14.98,5.18,120.04,22.9,122.29,37.4,240.5,235.2,229.9,223.6,208.5,184.8,0,0,0
2019/6/6 16:16,19040103,,G4812,42.88,5.96,3.58,2.62,3,18.79,0.5,1078.99,0,14.98,5.18,120.02,22.9,122.22,37.3,240.6,235.3,229.8,223.7,208.5,184.7,0,0,0
2019/6/6 16:15,19040103,,G4812,42.82,5.95,3.58,2.62,3,18.86,0.5,1076.95,0,14.98,5.26,120,23.22,122.9,37.3,240.8,235.3,229.8,223.7,208.5,184.8,0,0,0
2019/6/6 16:15,19040103,,G4812,42.89,5.98,3.59,2.62,3,18.85,0.5,1085.1,0,14.98,5.18,120.04,22.9,122.04,37.2,241.3,235.3,229.8,223.7,208.6,184.8,0,0,0
2019/6/6 16:14,19040103,,G4812,42.89,5.98,3.59,2.62,3,18.87,0.5,1081.58,0,14.98,5.18,120,22.9,122.33,37.4,242.2,235.2,230.1,223.7,208.6,185,0,0,0
2019/6/6 16:13,19040103,,G4812,42.92,5.98,3.59,2.62,3,18.82,0.5,1081.77,0,14.95,5.18,120.04,22.9,122.03,37.4,243,235,230.1,223.7,208.6,185,0,0,0
2019/6/6 16:13,19040103,,G4812,42.92,6.01,3.59,2.62,3,18.83,0.5,1071.2,0,14.98,5.18,120.07,22.9,122.06,37.4,243.8,235,230,223.7,208.6,185,0,0,0
2019/6/6 16:12,19040103,,G4812,42.88,5.99,3.59,2.61,3,18.85,0.5,1079.54,0,14.98,5.26,120.02,23.22,122.38,37.3,243.1,235.1,230.1,223.6,208.6,185,0,0,0
2019/6/6 16:11,19040103,,G4812,42.94,5.99,3.59,2.62,3,18.85,0.5,1071.76,0,14.95,5.21,119.97,23.01,122.12,37.3,239.8,235.2,230.2,223.7,208.7,185.2,0,0,0
2019/6/6 16:10,19040103,,G4812,42.92,5.99,3.6,2.62,3,18.79,0.5,1081.77,0,14.98,5.31,120.02,23.44,122.74,37.3,238.9,234.4,230.2,223.7,208.7,185.1,0,0,0
2019/6/6 16:10,19040103,,G4812,42.89,5.98,3.59,2.62,3,18.86,0.5,1076.76,0,14.95,5.26,120.02,23.22,122.21,37.1,239.2,234.8,230.1,223.7,208.6,185.1,0,0,0
2019/6/6 16:09,19040103,,G4812,42.85,5.98,3.59,2.61,3,18.78,0.5,1080.29,0,14.98,5.28,120.04,23.33,121.92,37.3,239.6,234.8,230.2,223.7,208.5,185.1,0,0,0
2019/6/6 16:08,19040103,,G4812,42.91,5.98,3.59,2.61,3,18.8,0.5,1077.13,0,14.98,5.18,120,22.9,122.44,37.2,239.9,234.8,230.2,223.8,208.5,185.2,0,0,0
2019/6/6 16:08,19040103,,G4812,42.94,5.98,3.59,2.62,3,18.8,0.5,1075.28,0,14.98,5.21,120.04,23.01,122.17,37.3,240.1,234.2,230.3,223.6,208.5,185.1,0,0,0
2019/6/6 16:07,19040103,,G4812,42.9,6,3.59,2.62,3,18.82,0.5,1074.91,0,14.98,5.18,120.02,22.9,122.56,37.3,240.5,234.4,230.3,223.7,208.6,185.2,0,0,0
2019/6/6 16:06,19040103,,G4812,42.89,5.98,3.59,2.61,3,18.8,0.5,1083.99,0,14.98,5.21,120.02,23.01,122.31,37.3,240.9,235,230.4,223.7,208.5,185.2,0,0,0
2019/6/6 16:05,19040103,,G4812,42.88,5.98,3.6,2.62,3,18.8,0.5,1071.95,0,14.98,5.21,120.02,23.01,122.13,37.3,241.3,234.2,230.3,223.6,208.7,185.1,0,0,0
2019/6/6 16:03,19040103,,G4812,42.86,5.96,3.59,2.62,3,18.85,0.5,1079.73,0,14.98,5.21,120.04,23.01,122.92,37.3,242.9,234.9,230.2,223.7,208.4,184.4,0,0,0
2019/6/6 16:02,19040103,,G4812,42.9,5.98,3.59,2.62,3,18.83,0.5,1078.43,0,14.98,5.26,120.04,23.22,122.6,37.3,239.5,235.8,230.2,223.9,208.5,184.4,0,0,0
2019/6/6 16:01,19040103,,G4812,42.94,5.97,3.6,2.62,3,18.82,0.5,1075.47,0,14.98,5.23,120.04,23.12,122.12,37.2,238.7,235.6,230.3,223.8,208.5,184.6,0,0,0
2019/6/6 16:00,19040103,,G4812,42.83,5.93,3.59,2.62,3,18.88,0.5,1080.47,0,14.98,5.21,120.04,23.01,122.42,37.2,239.1,233.7,230.6,223.8,208.6,184.7,0,0,0
2019/6/6 16:00,19040103,,G4812,42.89,5.95,3.6,2.62,3,18.81,0.5,1072.32,0,14.98,5.23,120.07,23.12,122.23,37.3,239.5,233.8,230.5,223.7,208.6,184.7,0,0,0
