資料時間,工單編號,產品編號,產品名稱,週期時間(秒),關模時間(秒),開模時間(秒),射出時間(秒),保壓時間(秒),加料時間(秒),延遲加料時間(秒),射出系統壓力峰值(bar),模穴壓力峰值(1)(bar),VP切換響應位置(mm),保壓完位置(mm),加料完位置(mm),殘量容積(cm3),射出速度峰值(mm/s),機台油溫(℃),第一段料溫(℃),第二段料溫(℃),第三段料溫(℃),第四段料溫(℃),第五段料溫(℃),第六段料溫(℃),重量(1),重量(2),NG
2019/6/6 15:59,19040103,,G4812,42.89,5.95,3.6,2.62,3,18.8,0.5,1078.8,0,14.95,5.26,120,23.22,122.26,37.3,240.1,234.9,230.4,223.8,208.6,184.6,0,0,0
2019/6/6 15:58,19040103,,G4812,42.84,5.95,3.61,2.62,3,18.75,0.5,1070.28,0,14.95,5.18,119.97,22.9,122.02,37.3,240.4,236.1,230.4,223.6,208.4,184.5,0,0,0
2019/6/6 15:58,19040103,,G4812,42.89,5.96,3.61,2.62,3,18.84,0.5,1072.32,0,14.95,5.26,120,23.22,122.57,37.2,240.3,236.2,230.4,223.5,208.4,184.7,0,0,0
2019/6/6 15:57,19040103,,G4812,42.94,5.98,3.6,2.62,3,18.83,0.5,1078.62,0,14.98,5.21,120.04,23.01,122.59,37.3,240.9,235.2,230.3,223.5,208.5,184.8,0,0,0
2019/6/6 15:56,19040103,,G4812,42.89,5.99,3.61,2.62,3,19,0.5,1073.8,0,14.95,5.21,120.02,23.01,122.34,37.3,241.3,234.9,230.4,223.6,208.6,184.9,0,0,0
2019/6/6 15:55,19040103,,G4812,42.89,5.98,3.6,2.61,3,18.87,0.5,1078.43,0,14.95,5.21,120.02,23.01,122.03,37.2,242.1,234.9,230.4,223.6,208.6,185,0,0,0
2019/6/6 15:55,19040103,,G4812,42.86,5.96,3.6,2.62,3,18.82,0.5,1077.88,0,14.98,5.26,120.04,23.22,122.44,37.2,242.9,234.6,230.3,223.6,208.5,185,0,0,0
2019/6/6 15:54,19040103,,G4812,42.97,5.99,3.6,2.62,3,18.87,0.5,1080.29,0,14.98,5.18,120.07,22.9,122.32,37.1,243.3,235.7,230.2,223.6,208.5,185,0,0,0
2019/6/6 15:53,19040103,,G4812,42.9,5.98,3.6,2.62,3,18.77,0.5,1072.32,0,14.98,5.21,120.04,23.01,122.29,37.2,242.6,235.8,230.3,223.5,208.6,185.1,0,0,0
2019/6/6 15:53,19040103,,G4812,42.86,5.98,3.6,2.62,3,18.82,0.5,1075.28,0,14.98,5.21,120,23.01,122.16,37.3,239.4,236,230.4,223.5,208.6,185.2,0,0,0
2019/6/6 15:52,19040103,,G4812,42.97,5.98,3.61,2.62,3,18.74,0.5,1081.58,0,14.95,5.26,120.04,23.22,122.32,37.2,239.2,235.5,230.4,223.4,208.5,185.2,0,0,0
2019/6/6 15:51,19040103,,G4812,42.95,5.98,3.6,2.61,3,18.81,0.5,1078.62,0,14.98,5.16,120,22.8,122.04,37.3,239.5,235.2,230.4,223.5,208.5,185.2,0,0,0
2019/6/6 15:50,19040103,,G4812,42.95,6,3.6,2.62,3,18.79,0.5,1081.95,0,14.98,5.26,120.04,23.22,122.74,37.1,239.8,235.1,230.6,223.6,208.4,185.1,0,0,0
2019/6/6 15:50,19040103,,G4812,42.85,5.93,3.6,2.62,3,18.88,0.5,1068.79,0,14.98,5.18,120.02,22.9,122.38,37.1,240.2,235.6,230.5,223.5,208.5,185,0,0,0
2019/6/6 15:49,19040103,,G4812,42.83,5.93,3.61,2.62,3,18.79,0.5,1073.8,0,14.98,5.18,120.04,22.9,122.38,37.1,240.7,235,230.6,223.6,208.5,185,0,0,0
2019/6/6 15:48,19040103,,G4812,42.95,5.98,3.6,2.62,3,18.85,0.5,1070.28,0,14.98,5.14,120.04,22.69,122.61,37.2,240.8,234.6,230.7,223.5,208.4,185.3,0,0,0
2019/6/6 15:48,19040103,,G4812,42.97,6,3.6,2.62,3,18.76,0.5,1075.28,0,14.98,5.28,120,23.33,122.22,37.1,241.3,234.8,230.6,223.4,208.4,185.5,0,0,0
2019/6/6 15:47,19040103,,G4812,42.88,5.99,3.6,2.62,3,18.87,0.5,1073.06,0,14.95,5.21,120.04,23.01,122.24,37.2,241.8,234.9,230.6,223.5,208.4,185.5,0,0,0
2019/6/6 15:46,19040103,,G4812,42.97,5.99,3.61,2.62,3,18.79,0.5,1072.13,0,14.98,5.21,120,23.01,122.6,37.2,243,235.1,230.6,223.5,208.4,185.4,0,0,0
2019/6/6 15:45,19040103,,G4812,42.95,5.98,3.6,2.62,3,18.82,0.5,1075.47,0,14.98,5.26,120.02,23.22,122.16,37.3,243.3,235.3,230.7,223.5,208.4,185.4,0,0,0
2019/6/6 15:45,19040103,,G4812,42.91,5.99,3.6,2.62,3,18.76,0.5,1070.46,0,14.98,5.28,120,23.33,122.39,37.2,244,235.3,230.7,223.5,208.3,185.4,0,0,0
2019/6/6 15:44,19040103,,G4812,42.96,5.98,3.6,2.62,3,18.77,0.5,1071.95,0,14.95,5.21,120.02,23.01,122.63,37.2,241.6,235.8,230.5,223.5,208.2,185.5,0,0,0
2019/6/6 15:43,19040103,,G4812,42.9,5.99,3.61,2.61,3,18.79,0.5,1070.28,0,14.98,5.31,120,23.44,122.09,37.2,239,235.7,230.6,223.4,208.3,185.4,0,0,0
2019/6/6 15:43,19040103,,G4812,42.91,5.95,3.61,2.62,3,18.87,0.5,1078.43,0,14.98,5.21,120.02,23.01,122.25,37.3,239.2,236.1,230.6,223.4,208.3,185.4,0,0,0
2019/6/6 15:42,19040103,,G4812,42.88,5.94,3.61,2.62,3,18.76,0.5,1076.95,0,14.98,5.28,120.04,23.33,122.71,37.1,239.5,235.5,230.5,223.4,208.2,185.5,0,0,0
2019/6/6 15:41,19040103,,G4812,42.92,5.94,3.6,2.62,3,18.85,0.5,1073.61,0,14.98,5.18,120.07,22.9,122.22,37.1,239.8,234.7,230.4,223.3,208.2,185.6,0,0,0
2019/6/6 15:40,19040103,,G4812,42.89,5.98,3.61,2.62,3,18.81,0.5,1072.32,0,14.98,5.31,120.04,23.44,122.22,37.2,240.4,234.9,230.3,223.1,208.2,185.6,0,0,0
2019/6/6 15:40,19040103,,G4812,42.88,5.98,3.61,2.61,3,18.82,0.5,1081.4,0,14.98,5.26,120.02,23.22,122.19,37.2,240.8,235,230.2,223.1,208.1,185.5,0,0,0
2019/6/6 15:39,19040103,,G4812,42.88,5.98,3.6,2.62,3,18.88,0.5,1080.29,0,14.98,5.18,120.04,22.9,122.59,37.2,240.8,235.7,230,223.1,208,185.4,0,0,0
2019/6/6 15:38,19040103,,G4812,42.89,5.98,3.59,2.61,3,18.85,0.5,1080.29,0,14.98,5.18,120.09,22.9,122.37,37.1,241.3,235.3,229.8,223.3,208,185.3,0,0,0
2019/6/6 15:38,19040103,,G4812,42.87,5.98,3.6,2.62,3,18.92,0.5,1078.62,0,14.95,5.21,120.09,23.01,122.12,37.2,242.2,235.1,229.7,223.4,208.1,185.3,0,0,0
2019/6/6 15:37,19040103,,G4812,42.96,5.98,3.6,2.62,3,18.9,0.5,1072.13,0,14.95,5.09,120.02,22.48,122.33,37.3,243.1,234.7,229.3,223.4,208.1,185,0,0,0
2019/6/6 15:36,19040103,,G4812,42.92,5.98,3.59,2.62,3,18.98,0.5,1038.96,0,14.95,4.89,120.04,21.62,122.86,37.2,244.2,234.4,228.8,223.4,208,184.7,0,0,0
2019/6/6 15:35,19040103,,G4812,42.89,5.97,3.58,2.61,3,22.61,0.5,1045.81,0,14.98,4.82,119.97,21.3,122.41,37.4,244.2,234.8,228.4,223.3,208,184.2,0,0,0
2019/6/6 15:35,19040103,,G4812,39.08,5.93,3.55,2.62,3,22.58,0.5,1083.62,0,14.98,5.18,119.97,22.9,122.3,37.3,241.1,234.4,228.4,223.3,207.9,183.6,0,0,0
2019/6/6 15:31,19040103,,G4812,42.94,5.95,3.61,2.62,3,18.82,0.5,1075.28,0,14.98,5.18,120.02,22.9,122.26,37.3,239.5,235,230.1,224,208.9,185,0,0,0
2019/6/6 15:31,19040103,,G4812,42.94,5.93,3.62,2.62,3,19.06,0.5,1075.47,0,14.98,5.28,120.02,23.33,122.64,37.2,238.7,235.2,229.9,223.9,208.9,184.9,0,0,0
2019/6/6 15:30,19040103,,G4812,42.87,5.93,3.61,2.62,3,18.85,0.5,1078.25,0,14.98,5.26,120.02,23.22,122.65,37.3,239.3,235.3,230.1,223.8,208.9,184.9,0,0,0
2019/6/6 15:29,19040103,,G4812,42.89,5.93,3.61,2.62,3,18.85,0.5,1080.1,0,14.98,5.21,120.04,23.01,122.28,37.4,239.4,235.7,229.9,223.7,208.8,184.6,0,0,0
2019/6/6 15:28,19040103,,G4812,42.88,5.93,3.61,2.62,3,18.85,0.5,1075.47,0,14.95,5.18,120.02,22.9,122.63,37.3,240,235.7,230,223.8,208.7,184.7,0,0,0
2019/6/6 15:28,19040103,,G4812,42.88,5.92,3.61,2.62,3,18.96,0.5,1076.95,0,14.95,5.26,120.02,23.22,122.01,37.4,240.3,235.3,230.2,223.9,208.9,184.9,0,0,0
2019/6/6 15:27,19040103,,G4812,42.86,5.92,3.6,2.62,3,18.84,0.5,1073.8,0,14.95,5.21,120.04,23.01,122.29,37.3,240.8,235,230.4,223.9,208.9,185,0,0,0
2019/6/6 15:26,19040103,,G4812,42.89,5.95,3.61,2.62,3,18.88,0.5,1078.43,0,14.98,5.18,120,22.9,122.4,37.3,241.3,234.8,230.3,223.9,208.9,185.1,0,0,0
2019/6/6 15:26,19040103,,G4812,42.84,5.93,3.61,2.62,3,18.81,0.5,1073.8,0,14.98,5.26,120.04,23.22,122.27,37.3,241.5,234.8,230.2,223.9,208.9,185.2,0,0,0
2019/6/6 15:25,19040103,,G4812,42.89,5.96,3.61,2.62,3,18.89,0.5,1075.28,0,14.98,5.18,120.04,22.9,122.3,37.3,242.2,235.1,230,223.9,208.9,185.3,0,0,0
2019/6/6 15:24,19040103,,G4812,42.94,5.98,3.6,2.62,3,18.83,0.5,1070.65,0,14.98,5.18,120.02,22.9,122.32,37.3,243.4,235.1,230,223.9,208.9,185.3,0,0,0
2019/6/6 15:24,19040103,,G4812,42.89,5.99,3.61,2.62,3,18.84,0.5,1080.1,0,14.98,5.18,120.02,22.9,123.16,37.3,243.8,234.9,230.1,223.7,208.7,185,0,0,0
2019/6/6 15:23,19040103,,G4812,42.95,5.97,3.61,2.62,3,18.81,0.5,1068.79,0,14.95,5.21,120.04,23.01,122.36,37.3,241.6,234.5,230.1,223.7,208.7,184.9,0,0,0
2019/6/6 15:22,19040103,,G4812,42.88,5.99,3.61,2.62,3,18.88,0.5,1080.1,0,14.98,5.28,120,23.33,121.88,37.3,238.8,234.2,230,223.6,208.6,184.9,0,0,0
2019/6/6 15:21,19040103,,G4812,42.97,5.98,3.61,2.62,3,18.85,0.5,1070.46,0,14.98,5.21,120.02,23.01,122.36,37.4,238.9,235,229.9,223.6,208.6,184.9,0,0,0
2019/6/6 15:21,19040103,,G4812,42.9,5.98,3.61,2.61,3,19.01,0.5,1078.43,0,14.98,5.31,120.02,23.44,122.28,37.3,239.4,235.3,230.1,223.7,208.6,184.9,0,0,0
2019/6/6 15:20,19040103,,G4812,42.86,5.98,3.6,2.62,3,18.87,0.5,1075.47,0,14.95,5.21,120.02,23.01,122.18,37.3,239.7,235,229.8,223.7,208.7,184.9,0,0,0
2019/6/6 15:19,19040103,,G4812,42.95,5.98,3.6,2.62,3,18.83,0.5,1086.59,0,14.98,5.26,119.95,23.22,122.35,37.4,239.9,235,229.8,223.8,208.9,185,0,0,0
2019/6/6 15:18,19040103,,G4812,42.89,5.98,3.6,2.62,3,18.85,0.5,1075.47,0,14.98,5.21,120.04,23.01,122.52,37.3,240.4,235.7,229.9,223.8,208.6,184.8,0,0,0
2019/6/6 15:18,19040103,,G4812,42.95,5.97,3.61,2.61,3,18.8,0.5,1078.62,0,14.98,5.21,120.02,23.01,122.44,37.3,240.4,234.9,229.9,223.7,208.7,184.9,0,0,0
2019/6/6 15:17,19040103,,G4812,42.96,5.98,3.6,2.62,3,18.81,0.5,1078.25,0,14.98,5.26,120,23.22,123,37.3,241.1,234.9,229.9,223.8,208.8,184.9,0,0,0
2019/6/6 15:16,19040103,,G4812,42.91,5.98,3.61,2.62,3,18.82,0.5,1074.91,0,14.98,5.26,120.02,23.22,122.66,37.3,241.4,234.9,229.9,223.7,208.7,184.9,0,0,0
2019/6/6 15:16,19040103,,G4812,42.88,5.98,3.6,2.62,3,18.77,0.5,1076.95,0,14.95,5.18,120.09,22.9,122.14,37.4,242.5,234.7,229.8,223.7,208.8,185,0,0,0
2019/6/6 15:15,19040103,,G4812,42.96,5.97,3.61,2.62,3,18.82,0.5,1081.4,0,14.98,5.21,120,23.01,122.55,37.3,243.5,234.3,230.1,223.8,208.8,184.9,0,0,0
2019/6/6 15:14,19040103,,G4812,42.89,5.98,3.6,2.62,3,18.83,0.5,1072.32,0,14.98,5.28,120.04,23.33,122.7,37.2,243.5,234.5,230.1,223.8,208.8,185.1,0,0,0
2019/6/6 15:13,19040103,,G4812,42.97,5.98,3.61,2.62,3,19.1,0.5,1073.43,0,14.95,5.21,120.02,23.01,122.43,37.1,240.4,234.5,230,223.7,208.7,185,0,0,0
2019/6/6 15:13,19040103,,G4812,42.92,5.98,3.61,2.61,3,18.91,0.5,1079.17,0,14.98,5.21,120.02,23.01,122.6,37.2,238.3,234.8,230,223.6,208.6,184.8,0,0,0
2019/6/6 15:12,19040103,,G4812,42.94,6,3.61,2.61,3,18.97,0.5,1080.1,0,14.98,5.28,120.02,23.33,122.56,37.2,238.7,234.7,230,223.7,208.7,184.7,0,0,0
2019/6/6 15:11,19040103,,G4812,42.94,5.98,3.61,2.62,3,19.07,0.5,1081.95,0,14.98,5.26,119.97,23.22,122.03,37.3,239.1,235,229.9,223.8,208.5,184.6,0,0,0
2019/6/6 15:11,19040103,,G4812,42.95,5.98,3.6,2.62,3,18.8,0.5,1070.65,0,14.95,5.28,120.04,23.33,122.47,37.4,239.6,234.6,230,223.8,208.5,184.6,0,0,0
2019/6/6 15:10,19040103,,G4812,42.88,5.99,3.6,2.61,3,18.86,0.5,1075.28,0,14.98,5.21,120.04,23.01,122.41,37.3,239.8,235.2,229.9,223.8,208.6,184.6,0,0,0
2019/6/6 15:09,19040103,,G4812,42.89,5.99,3.6,2.62,3,18.85,0.5,1078.06,0,14.98,5.26,120,23.22,122.83,37.3,240,234.6,229.9,223.8,208.6,184.8,0,0,0
2019/6/6 15:08,19040103,,G4812,42.94,5.97,3.6,2.62,3,18.92,0.5,1080.29,0,14.98,5.26,120.07,23.22,122.28,37.4,240.3,234.3,230.1,223.8,208.6,184.9,0,0,0
2019/6/6 15:08,19040103,,G4812,42.89,5.99,3.6,2.62,3,18.8,0.5,1077.13,0,14.98,5.26,120.04,23.22,122.19,37.3,240.9,234.5,230,223.7,208.6,185,0,0,0
2019/6/6 15:07,19040103,,G4812,42.95,5.99,3.61,2.62,3,19.02,0.5,1070.46,0,14.98,5.18,120.02,22.9,122.28,37.3,241.7,234.6,230,223.7,208.6,185,0,0,0
2019/6/6 15:06,19040103,,G4812,42.85,5.93,3.59,2.62,3,18.81,0.5,1076.95,0,14.98,5.28,120.07,23.33,122.14,37.3,242.5,235.2,229.9,223.7,208.6,184.9,0,0,0
2019/6/6 15:06,19040103,,G4812,42.89,5.94,3.6,2.62,3,18.8,0.5,1078.62,0,14.95,5.18,120.04,22.9,122.35,37.3,243.7,235.8,230,223.6,208.6,184.8,0,0,0
2019/6/6 15:05,19040103,,G4812,42.88,5.94,3.59,2.61,3,18.76,0.5,1085.1,0,14.95,5.26,120.04,23.22,122.5,37.2,243.3,235.8,229.9,223.8,208.5,184.9,0,0,0
2019/6/6 15:04,19040103,,G4812,42.91,5.95,3.59,2.62,3,18.8,0.5,1080.29,0,14.95,5.18,120.02,22.9,122.1,37.2,240.2,235.1,230,223.8,208.6,185,0,0,0
2019/6/6 15:03,19040103,,G4812,42.89,5.99,3.6,2.62,3,18.87,0.5,1076.58,0,14.98,5.21,120.04,23.01,121.96,37.2,239.1,234.7,230,223.8,208.6,185,0,0,0
2019/6/6 15:03,19040103,,G4812,42.89,5.99,3.59,2.61,3,18.87,0.5,1078.25,0,14.98,5.18,120.07,22.9,122.11,37.3,239.4,234.9,229.9,223.8,208.6,184.9,0,0,0
2019/6/6 15:02,19040103,,G4812,42.94,5.99,3.6,2.62,3,18.78,0.5,1080.1,0,14.98,5.21,120.04,23.01,122.15,37.3,239.7,235.3,229.9,223.9,208.6,185,0,0,0
2019/6/6 15:01,19040103,,G4812,42.88,5.98,3.61,2.62,3,19,0.5,1078.62,0,14.98,5.21,120.02,23.01,122.13,37.3,239.8,235.5,230,223.8,208.6,184.9,0,0,0
2019/6/6 15:01,19040103,,G4812,42.91,5.99,3.6,2.62,3,18.82,0.5,1080.1,0,14.98,5.26,120,23.22,122.26,37.4,240.2,235.3,230,223.7,208.6,184.9,0,0,0
2019/6/6 15:00,19040103,,G4812,42.94,5.99,3.59,2.61,3,18.82,0.5,1070.65,0,14.98,5.26,120.04,23.22,122.35,37.3,240.6,234.4,229.9,223.7,208.6,184.9,0,0,0
2019/6/6 14:59,19040103,,G4812,42.97,5.99,3.6,2.62,3,18.83,0.5,1076.95,0,14.98,5.26,120.07,23.22,122.46,37.2,241.1,234.9,230,223.8,208.6,185.1,0,0,0
2019/6/6 14:58,19040103,,G4812,42.97,6,3.6,2.62,3,18.78,0.5,1075.1,0,14.95,5.18,120,22.9,122.33,37.2,241.7,235.9,230.1,223.8,208.6,185.1,0,0,0
2019/6/6 14:58,19040103,,G4812,42.92,5.96,3.61,2.62,3,19.04,0.5,1078.62,0,14.95,5.21,120.02,23.01,122.4,37.3,242.4,235.5,230.2,223.7,208.6,185.2,0,0,0
2019/6/6 14:57,19040103,,G4812,42.91,5.93,3.6,2.62,3,18.82,0.5,1075.47,0,14.95,5.26,120,23.22,122.21,37.1,243.5,234.8,230.2,223.8,208.7,185.3,0,0,0
2019/6/6 14:56,19040103,,G4812,42.86,5.94,3.6,2.61,3,18.83,0.5,1076.95,0,14.98,5.28,120.07,23.33,122.74,37.1,244.1,235.2,230.2,223.7,208.6,185.3,0,0,0
2019/6/6 14:56,19040103,,G4812,42.86,5.95,3.6,2.62,3,18.85,0.5,1071.95,0,14.98,5.18,120.04,22.9,122.38,37.3,242.5,234.8,230.2,223.6,208.7,185.3,0,0,0
2019/6/6 14:55,19040103,,G4812,42.89,5.95,3.6,2.62,3,18.87,0.5,1073.8,0,14.98,5.26,120.09,23.22,122.58,37.3,240.2,234.4,230.1,223.6,208.6,185.3,0,0,0
2019/6/6 14:54,19040103,,G4812,42.88,5.95,3.6,2.62,3,18.85,0.5,1075.1,0,14.95,5.21,120.04,23.01,122.06,37.2,238.7,234.5,230.1,223.5,208.6,185.3,0,0,0
2019/6/6 14:53,19040103,,G4812,42.89,5.96,3.6,2.62,3,18.82,0.5,1072.32,0,14.95,5.28,120.02,23.33,122.26,37.3,239.1,235.1,230.1,223.6,208.5,185,0,0,0
2019/6/6 14:53,19040103,,G4812,42.85,5.93,3.6,2.62,3,18.81,0.5,1070.46,0,14.95,5.18,120.04,22.9,122.7,37.3,239.5,235.2,230.1,223.5,208.5,184.8,0,0,0
2019/6/6 14:52,19040103,,G4812,42.94,5.98,3.6,2.62,3,18.88,0.5,1076.95,0,14.98,5.18,120.02,22.9,122.31,37.2,239.9,233.9,230.3,223.6,208.4,184.8,0,0,0
2019/6/6 14:51,19040103,,G4812,42.9,5.99,3.6,2.62,3,18.86,0.5,1072.13,0,14.98,5.26,120.04,23.22,122.38,37.3,240.2,234.7,230.2,223.6,208.5,184.8,0,0,0
2019/6/6 14:51,19040103,,G4812,42.88,5.97,3.59,2.62,3,18.81,0.5,1073.8,0,14.98,5.26,120,23.22,122.15,37.3,240.4,235.3,230.3,223.8,208.6,184.8,0,0,0
2019/6/6 14:50,19040103,,G4812,42.96,5.99,3.6,2.62,3,18.85,0.5,1068.79,0,14.98,5.18,120.09,22.9,122.29,37.3,241,234.5,230.2,223.7,208.6,184.9,0,0,0
2019/6/6 14:49,19040103,,G4812,42.94,5.98,3.61,2.62,3,18.84,0.5,1075.47,0,14.98,5.21,120.07,23.01,122.46,37.2,241.9,233.9,230.3,223.8,208.6,185,0,0,0
2019/6/6 14:48,19040103,,G4812,42.93,5.99,3.62,2.61,3,19.04,0.5,1073.61,0,14.98,5.28,120.02,23.33,122.26,37.2,242.9,234.6,230.2,223.8,208.6,185.1,0,0,0
2019/6/6 14:48,19040103,,G4812,42.95,5.98,3.6,2.61,3,18.84,0.5,1083.25,0,14.98,5.26,120.07,23.22,122.5,37.3,243.6,234.8,230.1,223.8,208.7,185,0,0,0
2019/6/6 14:47,19040103,,G4812,42.97,6,3.6,2.62,3,18.83,0.5,1078.8,0,14.98,5.21,120,23.01,122.09,37.3,243.8,235,229.9,223.8,208.6,184.8,0,0,0
2019/6/6 14:46,19040103,,G4812,42.89,5.98,3.6,2.61,3,18.82,0.5,1078.62,0,14.98,5.31,120.04,23.44,122.13,37.2,242.4,234.9,229.8,223.6,208.5,184.8,0,0,0
2019/6/6 14:46,19040103,,G4812,42.89,5.98,3.61,2.62,3,19.03,0.5,1073.61,0,14.98,5.18,120.02,22.9,122.18,37.1,239.1,235,229.8,223.8,208.6,184.8,0,0,0
2019/6/6 14:45,19040103,,G4812,42.91,5.98,3.61,2.62,3,18.82,0.5,1082.88,0,14.98,5.18,120.04,22.9,122.3,37.3,238.7,235.1,229.9,223.7,208.5,184.9,0,0,0
2019/6/6 14:44,19040103,,G4812,42.89,5.95,3.6,2.62,3,18.81,0.5,1081.58,0,14.95,5.18,120,22.9,122.6,37.3,239.3,234.7,229.9,223.7,208.6,184.9,0,0,0
2019/6/6 14:43,19040103,,G4812,42.85,5.95,3.61,2.62,3,18.83,0.5,1081.4,0,14.98,5.28,120,23.33,122.2,37.2,239.6,235.2,229.9,223.7,208.6,184.9,0,0,0
2019/6/6 14:43,19040103,,G4812,42.89,5.95,3.61,2.62,3,18.82,0.5,1081.77,0,14.98,5.18,120.04,22.9,122.47,37.3,240,235.5,230,223.5,208.6,185,0,0,0
2019/6/6 14:42,19040103,,G4812,42.89,5.95,3.61,2.62,3,18.82,0.5,1067.31,0,14.98,5.18,120.07,22.9,122.5,37.3,240.3,236.1,230,223.7,208.6,184.9,0,0,0
2019/6/6 14:41,19040103,,G4812,42.91,5.95,3.61,2.62,3,18.88,0.5,1073.8,0,14.98,5.21,120.04,23.01,122.25,37.2,240.7,235.9,230,223.7,208.6,185,0,0,0
2019/6/6 14:41,19040103,,G4812,42.96,5.99,3.61,2.62,3,18.87,0.5,1084.73,0,14.98,5.18,120.02,22.9,122.08,37.3,240.8,235.9,230,223.7,208.5,184.9,0,0,0
2019/6/6 14:40,19040103,,G4812,42.97,6,3.61,2.62,3,18.83,0.5,1075.28,0,14.98,5.28,120,23.33,122.57,37,241.4,234.5,230.3,223.6,208.6,184.9,0,0,0
2019/6/6 14:39,19040103,,G4812,42.97,6,3.61,2.62,3,18.85,0.5,1080.29,0,14.95,5.26,120.04,23.22,122.19,37.1,242.4,234.2,230.2,223.6,208.6,185,0,0,0
2019/6/6 14:38,19040103,,G4812,42.97,5.99,3.61,2.62,3,18.86,0.5,1076.76,0,14.98,5.18,120,22.9,122.71,37.2,243.3,234.7,230.1,223.5,208.6,185,0,0,0
2019/6/6 14:38,19040103,,G4812,42.89,5.98,3.6,2.62,3,18.81,0.5,1075.28,0,14.95,5.23,120.04,23.12,122.13,37.2,244.1,234.8,230,223.5,208.5,185.1,0,0,0
2019/6/6 14:37,19040103,,G4812,42.94,5.98,3.61,2.62,3,18.85,0.5,1078.62,0,14.95,5.21,120,23.01,122.26,37.2,242,234.4,230,223.5,208.5,185.2,0,0,0
2019/6/6 14:36,19040103,,G4812,42.97,5.98,3.61,2.62,3,18.8,0.5,1075.47,0,14.95,5.21,120,23.01,122.65,37.3,239,234.5,230,223.6,208.6,185.2,0,0,0
2019/6/6 14:36,19040103,,G4812,42.95,5.98,3.61,2.61,3,18.83,0.5,1073.8,0,14.98,5.26,120,23.22,122.05,37.2,239.1,235.3,230.1,223.6,208.7,185.2,0,0,0
2019/6/6 14:35,19040103,,G4812,42.86,5.93,3.61,2.61,3,18.8,0.5,1084.92,0,14.98,5.28,120.02,23.33,122.08,37.2,239.5,235.2,230,223.6,208.6,185.2,0,0,0
2019/6/6 14:34,19040103,,G4812,42.84,5.94,3.61,2.62,3,18.86,0.5,1075.28,0,14.98,5.18,120.02,22.9,122.43,37.2,239.9,235.1,229.9,223.5,208.7,185,0,0,0
2019/6/6 14:33,19040103,,G4812,42.92,5.96,3.61,2.62,3,18.8,0.5,1070.28,0,14.98,5.33,120.04,23.54,122.55,37.2,240.4,235.3,229.9,223.7,208.6,184.9,0,0,0
2019/6/6 14:33,19040103,,G4812,42.86,5.94,3.61,2.62,3,18.85,0.5,1078.62,0,14.98,5.26,120.04,23.22,122.3,37.3,240.6,235,229.9,223.7,208.7,184.9,0,0,0
2019/6/6 14:32,19040103,,G4812,42.86,5.95,3.6,2.62,3,18.78,0.5,1078.62,0,14.98,5.28,120.04,23.33,122.33,37.2,240.8,234.8,230.1,223.6,208.5,185,0,0,0
2019/6/6 14:31,19040103,,G4812,42.91,5.95,3.61,2.62,3,18.83,0.5,1076.95,0,14.98,5.21,120.02,23.01,122.2,37.2,240.9,234.8,230,223.7,208.5,185,0,0,0
2019/6/6 14:31,19040103,,G4812,42.91,5.95,3.6,2.61,3,18.88,0.5,1075.47,0,14.98,5.18,120.04,22.9,122.35,37.2,241.7,235.2,230,223.7,208.5,185.1,0,0,0
2019/6/6 14:30,19040103,,G4812,42.96,5.98,3.61,2.62,3,18.86,0.5,1075.47,0,14.98,5.28,120.07,23.33,122.28,37.1,242.5,235.5,230.1,223.7,208.5,185.1,0,0,0
2019/6/6 14:29,19040103,,G4812,42.9,5.98,3.61,2.62,3,18.78,0.5,1084.92,0,14.98,5.21,120.07,23.01,122.22,37.1,243.3,235.4,230.2,223.5,208.5,185,0,0,0
2019/6/6 14:28,19040103,,G4812,42.88,5.98,3.61,2.62,3,18.86,0.5,1072.32,0,14.98,5.18,120.02,22.9,121.99,37.2,243.9,234.6,230.2,223.4,208.5,184.9,0,0,0
2019/6/6 14:28,19040103,,G4812,42.94,5.99,3.61,2.62,3,18.8,0.5,1080.47,0,14.98,5.31,120.02,23.44,122.05,37,241.2,234.7,230.3,223.4,208.5,184.8,0,0,0
2019/6/6 14:27,19040103,,G4812,42.91,5.98,3.61,2.62,3,18.84,0.5,1080.1,0,14.98,5.26,120.02,23.22,121.88,37.2,239,234.8,230.1,223.3,208.5,184.9,0,0,0
2019/6/6 14:26,19040103,,G4812,42.96,5.98,3.61,2.62,3,18.77,0.5,1075.47,0,14.98,5.26,120.02,23.22,122.62,37.2,239.4,233.9,230.1,223.3,208.5,184.8,0,0,0
2019/6/6 14:26,19040103,,G4812,42.95,5.98,3.61,2.62,3,18.89,0.5,1084.92,0,14.95,5.21,120.04,23.01,122.59,37.1,239.7,235.1,230,223.5,208.5,184.7,0,0,0
2019/6/6 14:25,19040103,,G4812,42.96,5.98,3.61,2.62,3,18.85,0.5,1080.29,0,14.98,5.28,120.04,23.33,122.22,37.1,240,235.1,230,223.6,208.5,184.8,0,0,0
2019/6/6 14:24,19040103,,G4812,42.97,6,3.61,2.61,3,18.87,0.5,1080.29,0,14.98,5.26,120.02,23.22,122.49,37.2,240.3,234.7,229.9,223.5,208.4,184.7,0,0,0
